person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
26,38000,10.0,1,10000,10.99,0,0.26,0,3,10.545367754151743,False,False,False,True,False,False,False,False,False,True
22,69996,6.0,1,15000,12.21,0,0.21,0,2,11.156207662970246,True,False,False,False,True,False,False,False,False,False
24,69996,6.0,1,5000,10.2,0,0.07,0,2,11.156207662970246,True,False,False,False,False,False,True,False,False,False
21,38000,3.0,1,10000,12.18,0,0.26,0,3,10.545367754151743,False,False,False,True,False,False,False,False,True,False
23,70000,5.0,0,10000,6.62,0,0.14,0,4,11.156264806643742,True,False,False,False,False,False,False,False,True,False
26,70000,11.0,2,20000,14.27,0,0.29,1,4,11.156264806643742,True,False,False,False,False,False,True,False,False,False
22,38004,6.0,1,10000,10.74,0,0.26,0,3,10.54547300900014,False,False,False,True,False,False,False,False,False,True
22,38004,5.0,1,10000,10.37,0,0.26,0,4,10.54547300900014,False,False,False,True,False,False,False,False,True,False
22,38004,3.0,1,10000,10.75,0,0.26,0,2,10.54547300900014,False,False,False,True,False,True,False,False,False,False
26,38004,3.0,2,10000,13.48,0,0.26,0,3,10.54547300900014,False,False,False,True,False,False,False,True,False,False
25,32200,1.0,3,10000,16.77,1,0.31,1,4,10.379752786950895,False,False,False,True,False,False,False,False,False,True
24,38244,6.0,0,10000,7.88,0,0.26,0,3,10.551768111755967,False,False,False,True,False,False,False,False,True,False
23,70000,2.0,0,24000,8.9,0,0.34,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
23,32400,7.0,0,10000,8.49,1,0.31,0,3,10.385944565501662,False,False,False,True,False,True,False,False,False,False
21,38400,5.0,0,10000,7.66,0,0.26,0,4,10.555838779903407,False,False,False,True,False,True,False,False,False,False
24,38400,9.0,1,10000,10.38,0,0.26,0,3,10.555838779903407,False,False,False,True,True,False,False,False,False,False
24,64000,7.0,2,16000,14.65,1,0.25,0,2,11.06665398721974,True,False,False,False,False,False,True,False,False,False
21,32400,2.0,2,10000,13.23,1,0.31,0,4,10.385944565501662,False,False,False,True,False,False,False,True,False,False
22,70000,5.0,2,8000,13.49,0,0.11,1,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
23,70000,7.0,0,3500,6.03,0,0.05,0,3,11.156264806643742,True,False,False,False,False,False,False,False,False,True
24,38700,2.0,1,10000,10.99,0,0.26,0,3,10.563620718477313,False,False,False,True,False,False,False,True,False,False
22,70000,6.0,0,6000,6.03,0,0.09,0,2,11.156264806643742,True,False,False,False,False,False,False,True,False,False
23,70000,7.0,2,2000,13.49,0,0.03,1,2,11.156264806643742,True,False,False,False,False,True,False,False,False,False
26,38832,0.0,1,10000,10.37,0,0.26,0,2,10.567025679591955,False,False,False,True,True,False,False,False,False,False
22,33000,6.0,1,10000,12.42,1,0.3,0,3,10.404293143019792,False,False,False,True,False,False,False,False,True,False
25,70000,1.0,2,11300,14.65,0,0.16,1,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
25,33000,0.0,2,10000,15.96,1,0.3,1,3,10.404293143019792,False,False,False,True,False,False,False,False,False,True
24,64000,7.0,4,6100,18.64,1,0.1,1,4,11.06665398721974,False,False,True,False,False,False,False,False,False,True
25,70000,9.0,1,1000,12.69,0,0.01,0,2,11.156264806643742,True,False,False,False,False,False,False,False,True,False
25,70000,9.0,1,15600,11.71,0,0.22,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
24,70000,3.0,0,7750,6.62,0,0.11,0,3,11.156264806643742,True,False,False,False,False,True,False,False,False,False
26,64000,6.0,4,9000,18.64,1,0.14,0,4,11.06665398721974,True,False,False,False,True,False,False,False,False,False
22,70000,2.0,0,5000,6.03,0,0.07,0,2,11.156264806643742,True,False,False,False,False,True,False,False,False,False
26,70000,9.0,0,35000,7.9,0,0.5,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,39500,2.0,0,10000,5.99,0,0.25,0,2,10.584081267024454,False,False,False,True,False,False,False,True,False,False
22,39580,3.0,1,10000,9.99,0,0.25,0,2,10.586104484122892,False,False,False,True,False,True,False,False,False,False
22,39600,5.0,1,10000,11.71,0,0.25,0,2,10.586609649448985,False,False,False,True,True,False,False,False,False,False
22,33948,4.0,0,10000,8.32,1,0.29,0,2,10.432614677472031,False,False,False,True,False,False,False,True,False,False
26,70000,10.0,1,10000,12.42,0,0.14,0,4,11.156264806643742,False,False,True,False,False,False,False,False,True,False
25,39996,2.0,1,10000,10.99,0,0.25,0,4,10.596559730283433,False,False,False,True,False,False,False,False,False,True
23,39996,8.0,1,10000,10.99,0,0.25,0,2,10.596559730283433,False,False,False,True,False,False,False,True,False,False
24,64000,7.0,5,4000,20.89,1,0.06,0,2,11.06665398721974,True,False,False,False,False,False,False,False,False,True
25,70000,9.0,1,10000,10.99,0,0.14,0,2,11.156264806643742,False,False,True,False,False,False,True,False,False,False
21,39996,2.0,0,10000,8.59,0,0.25,0,4,10.596559730283433,False,False,False,True,False,True,False,False,False,False
22,70000,7.0,0,2000,7.9,0,0.03,0,3,11.156264806643742,True,False,False,False,False,True,False,False,False,False
24,70000,2.0,2,10000,13.49,0,0.14,0,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
21,40000,2.0,1,10000,11.71,0,0.25,0,4,10.596659732783579,False,False,False,True,False,False,False,True,False,False
24,70000,2.0,0,17000,7.51,0,0.24,0,4,11.156264806643742,True,False,False,False,False,False,False,False,True,False
22,64000,3.0,1,14400,11.71,1,0.23,0,2,11.06665398721974,True,False,False,False,True,False,False,False,False,False
22,40000,4.0,2,10000,14.27,0,0.25,1,3,10.596659732783579,False,False,False,True,False,True,False,False,False,False
24,70000,3.0,0,5000,6.03,0,0.07,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
22,40000,2.0,1,10000,10.99,0,0.25,0,4,10.596659732783579,False,False,False,True,False,True,False,False,False,False
22,70000,4.0,0,5025,7.49,0,0.07,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
21,70000,5.0,0,7000,6.03,0,0.1,0,3,11.156264806643742,True,False,False,False,False,False,False,True,False,False
23,70000,7.0,1,16000,10.99,0,0.23,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
23,40000,7.0,2,10000,13.48,0,0.25,0,2,10.596659732783579,False,False,False,True,False,True,False,False,False,False
23,70000,7.0,0,13000,5.42,0,0.19,0,3,11.156264806643742,True,False,False,False,False,True,False,False,False,False
24,34000,1.0,1,10000,12.69,1,0.29,0,2,10.434145214930487,False,False,False,True,False,False,True,False,False,False
23,40000,0.0,0,10000,7.9,0,0.25,0,3,10.596659732783579,False,False,False,True,False,False,False,False,False,True
25,34000,4.0,0,10000,6.62,1,0.29,0,4,10.434145214930487,False,False,False,True,False,False,False,False,True,False
24,70000,8.0,1,7000,9.99,0,0.1,0,4,11.156264806643742,True,False,False,False,True,False,False,False,False,False
26,40000,10.0,3,10000,16.89,0,0.25,0,3,10.596659732783579,False,False,False,True,False,False,False,False,False,True
23,54400,0.0,3,12000,15.62,1,0.19,0,3,10.904137815028022,True,False,False,False,False,False,False,True,False,False
24,40000,5.0,1,10000,11.99,0,0.25,0,3,10.596659732783579,False,False,False,True,True,False,False,False,False,False
24,64000,8.0,0,14500,5.42,1,0.23,0,2,11.06665398721974,True,False,False,False,False,False,False,False,True,False
25,70000,6.0,0,14000,5.42,0,0.2,0,3,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,70000,1.0,0,4800,6.99,0,0.07,0,4,11.156264806643742,True,False,False,False,False,False,False,False,False,True
24,40000,0.0,0,10000,8.49,0,0.25,0,3,10.596659732783579,False,False,False,True,False,False,False,False,True,False
22,70000,6.0,0,9750,8.49,0,0.14,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
22,34000,0.0,3,10000,15.28,1,0.29,1,3,10.434145214930487,False,False,False,True,False,False,False,True,False,False
23,70000,3.0,0,15000,8.49,0,0.21,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
22,40000,7.0,1,10000,10.37,0,0.25,0,2,10.596659732783579,False,False,False,True,False,True,False,False,False,False
24,40000,0.0,0,10000,5.79,0,0.25,0,2,10.596659732783579,False,False,False,True,False,False,False,True,False,False
25,40000,6.0,1,10000,10.0,0,0.25,0,4,10.596659732783579,False,False,False,True,False,False,False,True,False,False
23,34000,7.0,1,10000,10.36,1,0.29,0,4,10.434145214930487,False,False,False,True,False,True,False,False,False,False
21,40000,5.0,0,10000,7.49,0,0.25,0,2,10.596659732783579,False,False,False,True,False,True,False,False,False,False
23,40000,3.0,1,10000,10.75,0,0.25,0,4,10.596659732783579,False,False,False,True,False,True,False,False,False,False
24,70000,2.0,2,6000,15.23,0,0.09,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
25,70000,3.0,0,8000,6.99,0,0.11,0,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
24,40000,5.0,0,10000,7.88,0,0.25,0,3,10.596659732783579,False,False,False,True,False,False,False,False,True,False
26,70000,6.0,0,4000,8.49,0,0.06,0,2,11.156264806643742,True,False,False,False,False,False,True,False,False,False
22,70000,1.0,0,4500,5.42,0,0.06,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
26,70000,0.0,0,8000,7.49,0,0.11,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
22,40000,2.0,0,10000,7.14,0,0.25,0,4,10.596659732783579,False,False,False,True,False,True,False,False,False,False
21,40000,5.0,0,10000,7.51,0,0.25,0,4,10.596659732783579,False,False,False,True,False,False,False,False,False,True
26,34000,5.0,2,10000,13.11,1,0.29,1,3,10.434145214930487,False,False,False,True,False,False,False,False,False,True
22,70000,1.0,0,8000,7.49,0,0.11,0,3,11.156264806643742,True,False,False,False,False,True,False,False,False,False
25,40000,6.0,2,10000,13.48,0,0.25,0,3,10.596659732783579,False,False,False,True,False,False,False,False,False,True
24,40000,3.0,0,10000,7.49,0,0.25,0,2,10.596659732783579,False,False,False,True,False,False,False,False,False,True
23,40000,5.0,2,10000,13.22,0,0.25,1,4,10.596659732783579,False,False,False,True,True,False,False,False,False,False
25,40000,0.0,1,10000,12.18,0,0.25,0,3,10.596659732783579,False,False,False,True,False,True,False,False,False,False
22,70000,2.0,0,6000,5.42,0,0.09,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
22,40000,6.0,1,10000,12.21,0,0.25,0,2,10.596659732783579,False,False,False,True,False,False,False,True,False,False
23,70000,4.0,1,25000,10.59,0,0.36,0,3,11.156264806643742,True,False,False,False,False,False,False,False,True,False
23,70000,5.0,2,10000,14.79,0,0.14,1,2,11.156264806643742,True,False,False,False,False,False,False,True,False,False
22,70000,6.0,1,2000,11.49,0,0.03,0,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
22,70000,6.0,1,6000,11.49,0,0.09,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
26,40000,2.0,0,10000,9.63,0,0.25,0,4,10.596659732783579,False,False,False,True,False,True,False,False,False,False
23,40000,4.0,2,10000,12.84,0,0.25,0,4,10.596659732783579,False,False,False,True,True,False,False,False,False,False
22,34000,2.0,3,10000,15.31,1,0.29,1,3,10.434145214930487,False,False,False,True,False,True,False,False,False,False
25,70000,4.0,0,4000,7.42,0,0.06,0,2,11.156264806643742,False,False,True,False,False,False,False,False,True,False
25,34000,0.0,2,10000,13.79,1,0.29,1,4,10.434145214930487,False,False,False,True,False,False,True,False,False,False
22,70000,6.0,0,8400,6.99,0,0.12,0,4,11.156264806643742,True,False,False,False,True,False,False,False,False,False
22,40000,0.0,0,10000,8.0,0,0.25,0,4,10.596659732783579,False,False,False,True,False,True,False,False,False,False
25,70000,9.0,0,10000,5.42,0,0.14,0,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
24,70000,4.0,1,21000,11.99,0,0.3,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
24,41000,4.0,0,10000,6.99,0,0.24,0,4,10.62135173563291,False,False,False,True,False,True,False,False,False,False
22,70000,6.0,0,6800,7.49,0,0.1,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
24,41004,2.0,1,10000,11.14,0,0.24,0,2,10.621449289470512,False,False,False,True,True,False,False,False,False,False
22,64000,6.0,0,6000,7.49,1,0.09,0,2,11.06665398721974,True,False,False,False,True,False,False,False,False,False
25,70000,9.0,1,20000,10.59,0,0.29,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
24,70000,8.0,1,1600,10.99,0,0.02,0,3,11.156264806643742,True,False,False,False,False,False,False,True,False,False
23,42000,4.0,2,10000,13.48,0,0.24,0,2,10.645448706505872,False,False,False,True,False,False,False,False,False,True
23,70000,0.0,1,3600,10.59,0,0.05,0,4,11.156264806643742,False,False,True,False,False,True,False,False,False,False
22,36000,0.0,2,10000,15.27,1,0.28,0,2,10.491301994830229,False,False,False,True,False,False,False,False,False,True
22,42000,1.0,1,10000,12.42,0,0.24,0,4,10.645448706505872,False,False,False,True,False,True,False,False,False,False
22,42000,1.0,2,10000,13.49,0,0.24,1,4,10.645448706505872,False,False,False,True,False,True,False,False,False,False
25,42000,9.0,2,10000,14.27,0,0.24,0,2,10.645448706505872,False,False,False,True,False,False,False,True,False,False
25,42000,5.0,2,10000,12.99,0,0.24,1,2,10.645448706505872,False,False,False,True,False,True,False,False,False,False
22,70000,6.0,0,10000,7.29,0,0.14,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
23,42000,4.0,0,10000,5.42,0,0.24,0,3,10.645448706505872,False,False,False,True,False,False,False,False,True,False
23,42000,0.0,1,10000,10.99,0,0.24,0,4,10.645448706505872,False,False,False,True,False,False,False,True,False,False
22,70000,6.0,1,2000,10.74,0,0.03,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
22,42000,6.0,2,10000,13.48,0,0.24,1,4,10.645448706505872,False,False,False,True,False,False,False,False,True,False
22,42000,4.0,1,10000,10.99,0,0.24,0,4,10.645448706505872,False,False,False,True,False,True,False,False,False,False
22,42000,3.0,0,10000,6.92,0,0.24,0,2,10.645448706505872,False,False,False,True,False,True,False,False,False,False
26,70000,5.0,2,4800,13.48,0,0.07,1,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
24,70000,6.0,2,25000,13.48,0,0.36,0,3,11.156264806643742,True,False,False,False,False,False,True,False,False,False
23,70000,7.0,0,3500,5.42,0,0.05,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
26,42000,1.0,0,10000,6.54,0,0.24,0,4,10.645448706505872,False,False,False,True,False,False,False,True,False,False
22,42000,6.0,0,10000,6.17,0,0.24,0,3,10.645448706505872,False,False,False,True,True,False,False,False,False,False
22,42000,3.0,2,10000,13.98,0,0.24,0,2,10.645448706505872,False,False,False,True,False,False,False,False,True,False
22,36000,4.0,1,10000,11.36,1,0.28,0,2,10.491301994830229,False,False,False,True,False,False,False,False,True,False
25,70000,4.0,1,6300,10.37,0,0.09,0,4,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,42000,1.0,1,10000,10.99,0,0.24,0,2,10.645448706505872,False,False,False,True,False,False,False,False,False,True
24,42000,2.0,0,10000,7.88,0,0.24,0,3,10.645448706505872,False,False,False,True,False,True,False,False,False,False
26,42900,3.0,3,10000,15.31,0,0.23,0,3,10.666650414667744,False,False,False,True,False,False,False,False,True,False
24,70000,7.0,1,25000,10.99,0,0.36,0,2,11.156264806643742,True,False,False,False,False,False,False,True,False,False
25,42910,3.0,3,10000,18.25,0,0.23,1,3,10.666883482305026,False,False,False,True,False,True,False,False,False,False
25,70000,6.0,1,12000,10.37,0,0.17,0,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
25,70000,9.0,0,4000,6.92,0,0.06,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
21,43000,3.0,2,10000,13.48,0,0.23,0,4,10.668978650219241,False,False,False,True,False,False,False,False,True,False
26,70000,10.0,1,8000,10.0,0,0.11,0,2,11.156264806643742,True,False,False,False,False,False,False,False,True,False
26,43000,4.0,2,10000,14.65,0,0.23,0,4,10.668978650219241,False,False,False,True,False,True,False,False,False,False
22,70000,5.0,2,8000,13.35,0,0.11,1,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
23,70000,0.0,0,3525,6.91,0,0.05,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
24,43000,8.0,0,10000,5.79,0,0.23,0,2,10.668978650219241,False,False,False,True,False,True,False,False,False,False
25,43000,4.0,0,10000,7.66,0,0.23,0,3,10.668978650219241,False,False,False,True,False,True,False,False,False,False
24,43000,4.0,1,10000,9.63,0,0.23,0,3,10.668978650219241,False,False,False,True,False,False,False,True,False,False
21,70000,6.0,0,6000,5.42,0,0.09,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
23,43000,1.0,1,10000,9.25,0,0.23,0,3,10.668978650219241,False,False,False,True,False,True,False,False,False,False
24,43000,2.0,2,10000,13.16,0,0.23,0,4,10.668978650219241,False,False,False,True,False,False,False,True,False,False
22,70000,3.0,1,10000,10.36,0,0.14,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
24,70000,8.0,1,25000,9.62,0,0.36,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
22,37200,6.0,1,10000,10.99,1,0.27,0,2,10.524090921620362,False,False,False,True,False,False,False,False,True,False
22,70000,3.0,0,8000,5.79,0,0.11,0,3,11.156264806643742,False,False,True,False,False,False,False,True,False,False
22,44000,6.0,1,10000,10.65,0,0.23,0,4,10.691967639914864,False,False,False,True,False,False,False,True,False,False
22,70000,5.0,1,21000,8.88,0,0.3,0,3,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,70000,9.0,0,12000,5.79,0,0.17,0,2,11.156264806643742,True,False,False,False,False,False,False,False,True,False
24,44000,2.0,0,10000,7.49,0,0.23,0,2,10.691967639914864,False,False,False,True,False,False,False,False,True,False
23,70000,7.0,0,20000,6.17,0,0.29,0,2,11.156264806643742,True,False,False,False,False,True,False,False,False,False
24,70000,3.0,1,11000,10.99,0,0.16,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
25,44000,9.0,2,10000,12.68,0,0.23,1,4,10.691967639914864,False,False,False,True,False,False,False,True,False,False
26,70000,3.0,1,3200,9.25,0,0.05,0,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
22,44000,5.0,3,10000,15.95,0,0.23,0,4,10.691967639914864,False,False,False,True,False,True,False,False,False,False
21,44000,6.0,3,10000,14.74,0,0.23,0,4,10.691967639914864,False,False,False,True,False,False,False,False,True,False
23,44160,4.0,2,10000,14.27,0,0.23,1,3,10.69559732562212,False,False,False,True,False,True,False,False,False,False
23,44796,2.0,1,10000,11.48,0,0.22,0,2,10.709896451875155,False,False,False,True,True,False,False,False,False,False
26,64000,5.0,3,7000,15.95,1,0.11,0,2,11.06665398721974,True,False,False,False,True,False,False,False,False,False
21,45000,5.0,0,10000,6.62,0,0.22,0,4,10.714439990727769,False,False,False,True,False,False,False,False,False,True
25,45000,4.0,1,10000,12.69,0,0.22,0,2,10.714439990727769,False,False,False,True,False,False,False,True,False,False
22,45000,4.0,1,10000,10.65,0,0.22,0,3,10.714439990727769,False,False,False,True,False,True,False,False,False,False
25,70000,5.0,0,8000,7.88,0,0.11,0,4,11.156264806643742,True,False,False,False,False,False,False,False,True,False
24,45000,2.0,0,10000,6.62,0,0.22,0,3,10.714439990727769,False,False,False,True,False,False,False,False,True,False
24,64000,8.0,0,5000,7.88,1,0.08,0,4,11.06665398721974,True,False,False,False,False,True,False,False,False,False
23,70000,7.0,1,4000,10.99,0,0.06,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
26,70000,4.0,2,4000,13.98,0,0.06,1,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
26,45000,2.0,2,10000,13.48,0,0.22,0,3,10.714439990727769,False,False,False,True,False,False,False,False,True,False
22,45000,6.0,1,10000,9.91,0,0.22,0,2,10.714439990727769,False,False,False,True,False,False,False,True,False,False
24,70000,6.0,0,6000,7.88,0,0.09,0,3,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,70000,9.0,0,12000,7.51,0,0.17,0,4,11.156264806643742,True,False,False,False,False,False,False,False,True,False
23,45000,7.0,0,10000,6.62,0,0.22,0,4,10.714439990727769,False,False,False,True,False,True,False,False,False,False
26,70000,3.0,2,3500,14.35,0,0.05,0,3,11.156264806643742,True,False,False,False,False,True,False,False,False,False
23,70000,7.0,2,16000,14.35,0,0.23,0,3,11.156264806643742,False,False,True,False,False,True,False,False,False,False
22,70000,4.0,1,13750,10.75,0,0.2,0,3,11.156264806643742,True,False,False,False,False,False,False,False,False,True
22,45000,2.0,0,10000,7.51,0,0.22,0,3,10.714439990727769,False,False,False,True,False,True,False,False,False,False
23,39000,3.0,1,10000,11.99,1,0.26,0,3,10.571342565808699,False,False,False,True,False,False,False,False,True,False
23,70000,7.0,0,4400,6.76,0,0.06,0,4,11.156264806643742,True,False,False,False,True,False,False,False,False,False
26,70000,0.0,3,8000,14.84,0,0.11,0,3,11.156264806643742,True,False,False,False,False,False,False,False,True,False
22,70000,6.0,3,16000,16.32,0,0.23,1,2,11.156264806643742,True,False,False,False,False,True,False,False,False,False
23,70000,1.0,1,5000,11.12,0,0.07,0,3,11.156264806643742,True,False,False,False,False,False,False,False,True,False
26,70000,1.0,1,25000,10.99,0,0.36,0,4,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,70000,0.0,1,8000,11.12,0,0.11,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
25,45000,0.0,2,10000,12.98,0,0.22,1,2,10.714439990727769,False,False,False,True,False,False,False,False,False,True
21,70000,3.0,0,9800,7.14,0,0.14,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
22,70000,1.0,0,8400,7.88,0,0.12,0,2,11.156264806643742,True,False,False,False,False,False,False,True,False,False
24,70000,4.0,3,8000,15.95,0,0.11,1,2,11.156264806643742,False,False,True,False,False,False,False,False,False,True
23,70000,7.0,0,6000,7.51,0,0.09,0,2,11.156264806643742,True,False,False,False,False,False,False,False,True,False
23,39000,2.0,3,10000,15.2,1,0.26,1,3,10.571342565808699,False,False,False,True,False,False,False,False,True,False
24,45000,1.0,0,10000,6.54,0,0.22,0,3,10.714439990727769,False,False,False,True,False,True,False,False,False,False
24,70000,9.0,1,12000,11.36,0,0.17,0,4,11.156264806643742,True,False,False,False,True,False,False,False,False,False
26,70000,10.0,1,2500,10.99,0,0.04,0,3,11.156264806643742,True,False,False,False,True,False,False,False,False,False
22,45000,4.0,0,10000,7.51,0,0.22,0,2,10.714439990727769,False,False,False,True,False,True,False,False,False,False
24,45000,3.0,0,10000,7.51,0,0.22,0,2,10.714439990727769,False,False,False,True,True,False,False,False,False,False
26,70000,10.0,1,5000,9.88,0,0.07,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
22,39000,2.0,3,10000,16.07,1,0.26,1,2,10.571342565808699,False,False,False,True,False,False,False,False,True,False
26,70000,6.0,3,10000,15.31,0,0.14,0,4,11.156264806643742,True,False,False,False,False,False,True,False,False,False
22,70000,6.0,0,6000,7.14,0,0.09,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
25,70000,4.0,3,12000,14.59,0,0.17,0,2,11.156264806643742,False,False,True,False,False,False,True,False,False,False
26,70000,5.0,0,4500,7.51,0,0.06,0,4,11.156264806643742,True,False,False,False,False,False,False,False,True,False
22,45000,3.0,4,10000,17.93,0,0.22,1,2,10.714439990727769,False,False,False,True,False,False,False,False,True,False
21,45000,3.0,1,10000,10.25,0,0.22,0,2,10.714439990727769,False,False,False,True,False,True,False,False,False,False
24,70000,9.0,1,16000,10.62,0,0.23,0,2,11.156264806643742,True,False,False,False,True,False,False,False,False,False
24,70000,1.0,1,25000,10.62,0,0.36,0,2,11.156264806643742,True,False,False,False,False,False,False,False,False,True
24,70000,2.0,4,12000,17.56,0,0.17,1,3,11.156264806643742,True,False,False,False,False,False,False,False,True,False
24,70000,8.0,1,4800,11.36,0,0.07,0,2,11.156264806643742,True,False,False,False,False,False,True,False,False,False
24,45000,0.0,2,10000,13.11,0,0.22,1,4,10.714439990727769,False,False,False,True,False,False,False,False,False,True
25,70000,9.0,2,12800,13.11,0,0.18,1,4,11.156264806643742,True,False,False,False,False,False,False,True,False,False
22,70000,6.0,1,11000,11.36,0,0.16,0,3,11.156264806643742,True,False,False,False,False,False,False,True,False,False
24,70000,8.0,0,6000,7.88,0,0.09,0,3,11.156264806643742,True,False,False,False,False,False,False,False,False,True
25,45000,3.0,2,10000,12.87,0,0.22,1,3,10.714439990727769,False,False,False,True,False,False,False,True,False,False
22,39000,3.0,3,10000,15.31,1,0.26,1,3,10.571342565808699,False,False,False,True,False,True,False,False,False,False
21,45000,5.0,1,10000,10.99,0,0.22,0,2,10.714439990727769,False,False,False,True,False,True,False,False,False,False
24,39000,1.0,3,10000,14.11,1,0.26,0,3,10.571342565808699,False,False,False,True,True,False,False,False,False,False
25,45000,1.0,1,10000,11.89,0,0.22,0,3,10.714439990727769,False,False,False,True,True,False,False,False,False,False
26,70000,0.0,0,7000,7.88,0,0.1,0,4,11.156264806643742,True,False,False,False,False,True,False,False,False,False
25,70000,9.0,1,14000,10.25,0,0.2,0,4,11.156264806643742,True,False,False,False,True,False,False,False,False,False
23,70000,5.0,0,3000,7.51,0,0.04,0,4,11.156264806643742,True,False,False,False,False,False,False,False,True,False
23,70000,1.0,1,10000,10.99,0,0.14,0,4,11.156264806643742,True,False,False,False,False,False,False,False,False,True
26,45000,4.0,3,10000,14.11,0,0.22,1,2,10.714439990727769,False,False,False,True,False,False,False,True,False,False
24,70000,0.0,1,15000,12.18,0,0.21,0,2,11.156264806643742,False,False,True,False,False,True,False,False,False,False
25,70000,9.0,0,5000,8.59,0,0.07,0,3,11.156264806643742,False,False,True,False,False,False,True,False,False,False
23,23000,0.0,1,4325,11.11,0,0.19,0,3,10.043292972227004,False,False,False,True,False,False,False,False,True,False
23,48000,1.0,0,4325,5.42,0,0.09,0,4,10.778977123006351,False,False,False,True,False,False,False,False,False,True
25,23000,4.0,1,4300,11.86,0,0.19,0,3,10.043292972227004,False,False,False,True,False,False,False,True,False,False
24,30000,1.0,1,4300,9.63,0,0.14,0,4,10.308985993422082,False,False,False,True,False,False,False,True,False,False
22,52000,7.0,2,4300,13.48,0,0.08,1,2,10.859018228147887,False,False,False,True,True,False,False,False,False,False
22,70000,6.0,1,12000,12.53,0,0.17,0,2,11.156264806643742,False,False,True,False,False,False,False,True,False,False
23,108000,4.0,1,4300,11.83,0,0.04,0,4,11.58989576532275,False,False,False,True,False,False,False,False,False,True
23,30000,0.0,1,4275,11.86,0,0.14,0,4,10.308985993422082,False,False,False,True,False,True,False,False,False,False
22,27500,1.0,1,4250,10.99,0,0.15,0,2,10.221977646629885,False,False,False,True,False,False,False,False,False,True
25,70000,9.0,1,16000,12.18,0,0.23,0,4,11.156264806643742,True,False,False,False,False,False,True,False,False,False
24,35000,8.0,0,4250,6.99,0,0.12,0,2,10.463131911491967,False,False,False,True,False,False,False,False,True,False
24,70000,8.0,1,24250,12.18,0,0.35,0,2,11.156264806643742,False,False,True,False,False,False,False,False,True,False
23,45600,5.0,2,4250,13.48,0,0.09,1,2,10.727684925086583,False,False,False,True,False,False,False,True,False,False
22,50000,7.0,1,4250,12.69,0,0.09,0,4,10.819798284210286,False,False,False,True,False,False,False,True,False,False
